Timestamp,Prediction
13:24:05,Attentive
13:26:24,Attentive
13:26:24,Attentive
13:26:24,Attentive
13:26:24,Attentive
13:26:24,Attentive
13:26:24,Attentive
13:26:24,Attentive
13:26:24,Attentive
13:26:24,Attentive
13:26:24,Attentive
13:26:24,Attentive
13:26:24,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:25,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:26,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:27,Attentive
13:26:28,Attentive
13:26:28,Attentive
13:26:28,Attentive
13:26:28,Not attentive
13:26:28,Attentive
13:26:28,Attentive
13:26:28,Attentive
13:26:28,Attentive
13:26:28,Attentive
13:26:28,Attentive
13:26:28,Not attentive
13:26:28,Attentive
13:26:28,Not attentive
13:26:28,Attentive
13:26:28,Attentive
13:26:28,Attentive
13:26:28,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:29,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:30,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:31,Attentive
13:26:32,Attentive
13:26:32,Attentive
13:26:32,Attentive
13:26:32,Attentive
13:26:32,Attentive
13:26:32,Attentive
13:26:32,Attentive
13:26:32,Attentive
13:26:32,Attentive
13:26:32,Attentive
13:26:32,Attentive
13:26:32,Not attentive
13:26:32,Not attentive
13:26:32,Not attentive
13:26:32,Not attentive
13:26:32,Not attentive
13:26:32,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:33,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:34,Not attentive
13:26:35,Not attentive
13:26:35,Not attentive
13:26:35,Not attentive
13:26:35,Not attentive
13:26:35,Not attentive
13:26:35,Attentive
13:26:35,Not attentive
13:26:35,Not attentive
13:26:35,Not attentive
13:26:35,Not attentive
13:26:35,Attentive
13:26:35,Attentive
13:26:35,Attentive
13:26:35,Attentive
13:26:35,Attentive
13:26:35,Attentive
13:26:36,Attentive
13:26:36,Attentive
13:26:36,Attentive
13:26:36,Attentive
13:26:36,Attentive
13:26:36,Attentive
13:26:36,Not attentive
13:26:36,Not attentive
13:26:36,Not attentive
13:26:36,Attentive
13:26:36,Attentive
13:26:36,Attentive
13:26:36,Attentive
13:26:36,Attentive
13:26:36,Attentive
13:26:36,Attentive
13:26:36,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:37,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:38,Attentive
13:26:39,Attentive
13:26:39,Attentive
13:26:39,Attentive
13:26:39,Attentive
13:26:39,Attentive
13:26:39,Attentive
13:26:39,Attentive
13:26:39,Attentive
13:26:39,Attentive
13:26:39,Attentive
13:26:39,Attentive
13:26:39,Attentive
13:26:39,Attentive
13:26:39,Not attentive
13:26:39,Not attentive
13:26:39,Attentive
13:26:40,Not attentive
13:26:40,Not attentive
13:26:40,Attentive
13:26:40,Not attentive
13:26:40,Not attentive
13:26:40,Attentive
13:26:40,Not attentive
13:26:40,Not attentive
13:26:40,Not attentive
13:26:40,Attentive
13:29:23,Not attentive
13:29:23,Not attentive
13:29:23,Not attentive
13:29:24,Attentive
13:29:24,Not attentive
13:29:24,Not attentive
13:29:24,Attentive
13:29:24,Attentive
13:29:24,Attentive
13:29:24,Attentive
13:29:24,Attentive
13:29:24,Attentive
13:29:24,Attentive
13:29:24,Attentive
13:29:24,Attentive
13:29:24,Attentive
13:29:24,Attentive
13:29:24,Attentive
13:29:24,Attentive
13:29:25,Attentive
13:29:25,Attentive
13:29:25,Attentive
13:29:25,Not attentive
13:29:25,Attentive
13:29:25,Attentive
13:29:25,Attentive
13:29:25,Attentive
13:29:25,Not attentive
13:29:25,Attentive
13:29:25,Attentive
13:29:25,Attentive
13:29:25,Attentive
13:29:25,Not attentive
13:29:25,Attentive
13:29:25,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:26,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:27,Not attentive
13:29:28,Attentive
13:29:28,Attentive
13:29:28,Attentive
13:29:28,Not attentive
13:29:28,Attentive
13:29:28,Attentive
13:29:28,Attentive
13:29:28,Attentive
13:29:28,Attentive
13:29:28,Attentive
13:29:28,Attentive
13:29:28,Attentive
13:29:28,Attentive
13:29:28,Attentive
13:29:28,Attentive
13:40:34,Attentive
13:40:34,Attentive
13:40:34,Attentive
13:40:34,Not attentive
13:40:34,Not attentive
13:40:34,Not attentive
13:40:34,Attentive
13:40:34,Not attentive
13:40:34,Not attentive
13:40:34,Not attentive
13:40:34,Not attentive
13:40:34,Not attentive
13:40:34,Not attentive
13:40:34,Not attentive
13:40:34,Attentive
13:40:34,Not attentive
13:40:35,Not attentive
13:40:35,Not attentive
13:40:35,Not attentive
13:40:35,Not attentive
13:40:35,Not attentive
13:40:35,Not attentive
13:40:35,Not attentive
13:40:35,Not attentive
13:40:35,Attentive
13:40:35,Attentive
13:40:35,Attentive
13:40:35,Attentive
13:40:35,Attentive
13:40:35,Attentive
13:40:35,Attentive
13:40:35,Attentive
13:40:35,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:36,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:37,Attentive
13:40:38,Not attentive
13:40:38,Not attentive
13:40:38,Not attentive
13:40:38,Attentive
13:40:38,Attentive
13:40:38,Not attentive
13:40:38,Attentive
13:40:38,Attentive
13:40:38,Attentive
13:40:38,Not attentive
13:40:38,Not attentive
13:40:38,Not attentive
13:40:38,Not attentive
13:40:38,Not attentive
13:40:38,Attentive
13:40:38,Attentive
13:40:38,Attentive
13:40:39,Attentive
13:40:39,Attentive
13:40:39,Attentive
13:40:39,Attentive
13:40:39,Attentive
13:40:39,Attentive
13:40:39,Attentive
13:40:39,Attentive
13:40:39,Attentive
13:40:39,Attentive
13:40:39,Not attentive
13:40:39,Attentive
13:40:39,Not attentive
13:40:39,Not attentive
13:40:39,Not attentive
13:40:39,Not attentive
13:40:39,Not attentive
13:40:40,Not attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:40,Attentive
13:40:41,Attentive
13:40:41,Attentive
13:40:41,Attentive
13:40:41,Attentive
13:40:41,Attentive
13:40:41,Attentive
13:40:41,Attentive
13:40:41,Attentive
13:40:41,Attentive
13:40:41,Attentive
13:40:41,Not attentive
13:40:41,Attentive
13:40:41,Attentive
13:40:41,Attentive
13:40:41,Not attentive
13:40:41,Not attentive
13:40:41,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:42,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:43,Not attentive
13:40:44,Not attentive
13:40:44,Not attentive
13:40:44,Not attentive
13:40:44,Not attentive
13:40:44,Not attentive
13:40:44,Not attentive
13:40:44,Not attentive
13:40:44,Attentive
13:40:44,Attentive
13:40:44,Attentive
13:40:44,Attentive
13:40:44,Attentive
13:40:44,Attentive
13:40:44,Attentive
13:40:44,Attentive
13:40:44,Attentive
13:40:44,Attentive
13:40:44,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Attentive
13:40:45,Not attentive
13:40:45,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Not attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:47,Attentive
13:40:47,Attentive
13:40:47,Attentive
13:40:47,Attentive
13:40:47,Attentive
13:40:47,Attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:48,Not attentive
13:40:48,Not attentive
13:40:48,Not attentive
13:40:48,Not attentive
13:40:48,Not attentive
13:40:48,Not attentive
13:40:48,Not attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Not attentive
13:40:49,Not attentive
13:40:49,Not attentive
13:40:49,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
15:27:11,Not attentive
15:27:11,Not attentive
15:27:12,Not attentive
15:27:12,Attentive
15:27:12,Attentive
15:27:12,Attentive
15:27:12,Attentive
15:27:12,Attentive
15:27:12,Attentive
15:27:12,Not attentive
15:27:12,Not attentive
15:27:12,Attentive
15:27:12,Not attentive
15:27:12,Not attentive
15:27:12,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Not attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Not attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Not attentive
15:27:18,Not attentive
15:27:18,Not attentive
15:27:18,Not attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Not attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Not attentive
15:27:18,Not attentive
15:27:19,Not attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Not attentive
15:27:19,Not attentive
15:27:19,Not attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Not attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Not attentive
15:27:19,Not attentive
15:27:19,Not attentive
15:27:19,Not attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Not attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Not attentive
15:27:22,Not attentive
15:27:23,Not attentive
15:27:23,Not attentive
