Timestamp,Prediction
13:40:45,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Not attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:46,Attentive
13:40:47,Attentive
13:40:47,Attentive
13:40:47,Attentive
13:40:47,Attentive
13:40:47,Attentive
13:40:47,Attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:47,Not attentive
13:40:48,Not attentive
13:40:48,Not attentive
13:40:48,Not attentive
13:40:48,Not attentive
13:40:48,Not attentive
13:40:48,Not attentive
13:40:48,Not attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:48,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Attentive
13:40:49,Not attentive
13:40:49,Not attentive
13:40:49,Not attentive
13:40:49,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:40:50,Attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:54,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:55,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:56,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
13:48:57,Not attentive
15:27:11,Not attentive
15:27:11,Not attentive
15:27:12,Not attentive
15:27:12,Attentive
15:27:12,Attentive
15:27:12,Attentive
15:27:12,Attentive
15:27:12,Attentive
15:27:12,Attentive
15:27:12,Not attentive
15:27:12,Not attentive
15:27:12,Attentive
15:27:12,Not attentive
15:27:12,Not attentive
15:27:12,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:13,Not attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:14,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:15,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:16,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Attentive
15:27:17,Not attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Not attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Not attentive
15:27:18,Not attentive
15:27:18,Not attentive
15:27:18,Not attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Not attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Attentive
15:27:18,Not attentive
15:27:18,Not attentive
15:27:19,Not attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Not attentive
15:27:19,Not attentive
15:27:19,Not attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Not attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Not attentive
15:27:19,Not attentive
15:27:19,Not attentive
15:27:19,Not attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:19,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:20,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:21,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Not attentive
15:27:22,Attentive
15:27:22,Attentive
15:27:22,Not attentive
15:27:22,Not attentive
15:27:23,Not attentive
15:27:23,Not attentive
15:27:23,Not attentive
15:27:23,Attentive
15:27:23,Attentive
15:27:23,Attentive
15:27:23,Attentive
15:27:23,Attentive
15:27:23,Attentive
15:27:23,Attentive
15:27:23,Attentive
15:27:23,Attentive
15:27:23,Not attentive
15:27:23,Not attentive
15:27:23,Not attentive
15:27:23,Not attentive
15:27:23,Attentive
15:27:23,Not attentive
15:27:23,Not attentive
15:27:23,Not attentive
15:27:23,Not attentive
15:27:23,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Not attentive
15:27:24,Attentive
15:27:24,Attentive
15:27:24,Attentive
15:27:24,Attentive
15:27:24,Attentive
15:27:24,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Attentive
15:27:25,Not attentive
15:27:26,Not attentive
15:27:26,Not attentive
15:27:26,Not attentive
15:27:26,Not attentive
15:27:26,Not attentive
15:27:26,Not attentive
15:27:26,Not attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:26,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:27,Attentive
15:27:28,Attentive
15:27:28,Attentive
15:27:28,Attentive
15:27:28,Attentive
15:27:28,Attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:28,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:29,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:30,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:31,Not attentive
15:27:32,Not attentive
15:27:32,Not attentive
15:27:32,Not attentive
15:27:32,Not attentive
15:27:32,Not attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:32,Attentive
15:27:33,Attentive
15:27:33,Attentive
15:27:33,Attentive
15:27:33,Attentive
15:27:33,Attentive
15:27:33,Attentive
15:27:33,Attentive
15:27:33,Attentive
15:27:33,Attentive
15:27:33,Attentive
15:27:33,Not attentive
15:27:33,Not attentive
15:27:33,Not attentive
15:27:33,Not attentive
15:27:33,Not attentive
15:27:33,Not attentive
15:27:33,Not attentive
15:27:33,Not attentive
15:27:33,Not attentive
15:27:33,Not attentive
15:27:33,Not attentive
15:27:33,Attentive
15:27:33,Not attentive
15:27:33,Not attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:34,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:35,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:36,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:37,Attentive
15:27:38,Attentive
15:27:38,Attentive
15:27:38,Attentive
15:27:38,Attentive
15:27:38,Attentive
15:27:38,Attentive
15:27:38,Attentive
15:28:48,Attentive
15:28:48,Attentive
15:28:48,Attentive
15:28:48,Attentive
15:28:48,Attentive
15:28:48,Attentive
15:28:49,Attentive
15:28:49,Attentive
15:28:49,Attentive
15:28:49,Attentive
15:28:49,Attentive
15:28:49,Attentive
15:28:49,Attentive
15:28:49,Attentive
15:28:49,Attentive
15:28:49,Attentive
15:28:49,Attentive
15:28:50,Attentive
15:28:50,Attentive
15:28:50,Attentive
15:28:50,Attentive
15:28:50,Attentive
15:28:50,Attentive
15:28:50,Attentive
15:28:50,Attentive
15:28:50,Attentive
15:28:50,Attentive
15:28:50,Attentive
15:28:50,Attentive
15:28:51,Attentive
15:28:51,Attentive
15:28:51,Attentive
15:28:51,Attentive
15:28:51,Attentive
15:28:51,Attentive
15:28:51,Attentive
15:28:51,Attentive
15:28:51,Attentive
15:28:51,Attentive
15:28:52,Attentive
15:28:52,Attentive
15:28:52,Attentive
15:28:52,Attentive
15:28:52,Attentive
15:28:52,Attentive
15:28:52,Attentive
15:28:52,Attentive
15:28:52,Attentive
15:28:52,Attentive
15:28:53,Attentive
15:28:53,Attentive
15:28:53,Attentive
15:28:53,Attentive
15:28:53,Attentive
15:28:53,Attentive
15:28:53,Attentive
15:28:53,Attentive
15:28:53,Attentive
15:28:53,Attentive
15:28:53,Attentive
15:28:53,Attentive
15:28:54,Attentive
15:28:54,Attentive
15:28:54,Attentive
15:28:54,Attentive
15:28:54,Attentive
15:28:54,Attentive
15:28:54,Attentive
15:28:54,Attentive
15:28:54,Attentive
15:28:54,Attentive
15:28:54,Attentive
15:28:55,Attentive
15:28:55,Attentive
15:28:55,Attentive
15:28:55,Attentive
15:28:55,Attentive
15:28:55,Attentive
15:28:55,Attentive
15:28:55,Attentive
15:28:56,Attentive
15:28:56,Attentive
15:28:56,Not attentive
15:28:56,Not attentive
15:28:56,Attentive
15:28:56,Attentive
15:28:56,Attentive
15:28:56,Attentive
15:28:56,Attentive
15:28:57,Attentive
15:28:57,Attentive
15:28:57,Attentive
15:28:57,Attentive
15:28:57,Attentive
15:28:57,Attentive
15:28:57,Attentive
15:28:57,Attentive
15:28:57,Attentive
15:28:57,Attentive
15:28:58,Attentive
15:28:58,Attentive
15:28:58,Attentive
15:28:58,Attentive
15:28:58,Attentive
15:28:58,Not attentive
15:28:58,Not attentive
15:28:58,Not attentive
15:28:58,Not attentive
15:28:58,Not attentive
15:28:58,Attentive
15:28:59,Attentive
15:28:59,Attentive
15:28:59,Attentive
15:28:59,Attentive
15:28:59,Attentive
15:28:59,Attentive
15:28:59,Attentive
15:28:59,Attentive
15:28:59,Attentive
15:28:59,Attentive
15:28:59,Attentive
15:29:00,Attentive
15:29:00,Attentive
15:29:00,Attentive
15:29:00,Attentive
15:29:00,Attentive
15:29:00,Attentive
15:29:00,Attentive
15:29:00,Attentive
15:29:00,Attentive
15:29:00,Attentive
15:29:00,Attentive
15:29:01,Attentive
15:29:01,Not attentive
15:29:01,Attentive
15:29:01,Not attentive
15:29:01,Attentive
15:29:01,Attentive
15:29:01,Not attentive
15:29:01,Not attentive
15:29:01,Not attentive
15:29:01,Attentive
15:29:01,Attentive
15:29:02,Attentive
15:29:02,Attentive
15:29:02,Attentive
15:29:02,Not attentive
15:29:02,Not attentive
15:29:02,Not attentive
15:29:02,Attentive
15:29:02,Attentive
15:29:02,Attentive
15:29:02,Attentive
15:29:02,Not attentive
15:29:03,Attentive
15:29:03,Attentive
15:29:03,Not attentive
15:29:03,Not attentive
15:29:03,Not attentive
15:29:03,Not attentive
15:29:03,Attentive
15:29:03,Attentive
15:29:03,Attentive
15:29:03,Attentive
15:29:03,Attentive
15:29:04,Attentive
15:29:04,Not attentive
15:29:04,Not attentive
15:29:04,Attentive
15:29:04,Attentive
15:29:04,Attentive
15:29:04,Not attentive
15:29:04,Attentive
15:29:04,Attentive
15:29:04,Attentive
15:29:04,Attentive
15:29:04,Attentive
15:29:05,Attentive
15:29:05,Attentive
15:29:05,Attentive
15:29:05,Not attentive
15:29:05,Not attentive
15:29:05,Attentive
15:29:05,Not attentive
15:29:05,Attentive
15:29:05,Attentive
15:29:05,Attentive
15:29:05,Attentive
15:29:06,Attentive
15:29:06,Attentive
15:29:06,Attentive
15:29:06,Attentive
15:29:06,Attentive
15:29:06,Attentive
15:29:06,Attentive
15:29:06,Attentive
15:29:06,Attentive
15:29:06,Attentive
15:29:07,Attentive
15:29:07,Attentive
15:29:07,Attentive
15:29:07,Attentive
15:29:07,Attentive
15:29:07,Attentive
15:29:07,Not attentive
